2020-03-01T17:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,127,13,140,137,277,64,0,8,285,1795,,
2020-03-02T18:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,148,16,164,160,324,47,0,11,335,1973,,
2020-03-03T18:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,187,24,211,187,398,74,4,18,420,2012,,
2020-03-04T17:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,256,26,282,234,516,118,6,22,544,2500,,
2020-03-05T17:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,327,32,359,299,658,142,10,30,698,2884,,
2020-03-06T17:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,397,53,450,366,816,158,17,37,870,3136,,
2020-03-07T18:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,464,64,528,409,937,121,25,48,1010,3604,,
2020-03-08T18:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,542,75,617,480,1097,160,27,56,1180,4344,,
2020-03-09T18:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,576,90,666,620,1286,189,30,70,1386,4906,,
2020-03-10T18:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,669,98,767,650,1417,131,31,85,1533,5494,,
2020-03-11T17:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,745,104,849,739,1588,171,38,113,1739,6640,,
2020-03-12T17:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,814,112,926,832,1758,170,43,146,1947,7600,,
2020-03-13T17:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,942,128,1070,941,2011,253,51,201,2263,8787,,
2020-03-14T17:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,1076,152,1228,1121,2349,338,54,241,2644,10043,,
2020-03-15T17:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,1215,169,1384,1357,2741,392,68,284,3093,12054,,
2020-03-16T17:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,1362,197,1559,1529,3088,347,88,346,3522,13096,,
2020-03-17T17:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,1566,223,1789,1615,3404,316,134,393,3931,14510,nd-IT-0008,nd-EN-0008
2020-03-18T17:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,1784,247,2031,1884,3915,511,152,458,4525,15461,nd-IT-0011,nd-EN-0011
2020-03-19T17:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,1900,260,2160,2346,4506,591,177,531,5214,18344,,
2020-03-20T17:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,2083,267,2350,2739,5089,583,239,640,5968,20753,,
2020-03-21T17:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,2267,265,2532,3129,5661,572,329,715,6705,24620,,
2020-03-22T17:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,2429,269,2698,3692,6390,729,349,816,7555,28022,,
2020-03-23T17:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,2846,276,3122,4098,7220,830,423,892,8535,31200,,
2020-03-24T17:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,2974,291,3265,4446,7711,491,558,985,9254,33527,,
2020-03-25T17:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,3180,294,3474,4782,8256,545,721,1077,10054,38045,,
2020-03-26T17:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,3354,301,3655,5195,8850,594,792,1174,10816,42395,,
2020-03-27T17:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,3461,308,3769,5592,9361,511,960,1267,11588,47798,,
2020-03-28T17:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,3695,316,4011,5953,9964,603,1075,1344,12383,52991,,
2020-03-29T17:00:00,ITA,08,Emilia Romagna,44.49436681,11.3417208,3769,333,4102,6433,10535,571,1141,1443,13119,52991,pd-IT-0008,pd-EN-0008
